username,userdesc,userurl,userpic,userlocation,userfollowing,userfollowers,usertotaltweets,usercreatedts,tweetid,tweetcreatedts,tweetretweetcount,tweetfavcount,tweeturls,tweethashtags,tweetmentions,tweettext,tweettextcleaned,sentic_polarity,sentic_concept
conner_patten,Investing Account,,https://pbs.twimg.com/profile_images/1490896705499369475/hNafv_j4_normal.jpg,!,62,43,2038,2020-04-14 14:38:13,1498663644317503493,2022-03-01 14:17:11,0,0,,,,Not as bullish on banks as yield curve will be in control and rate hike anticipation likely overdone,Not as bullish on banks as yield curve will be in control and rate hike anticipation likely overdone,POSITIVE,"[NOT 'bullish', 'yield', 'curvey', 'control', 'rate', 'hike', 'anticipation']"
sudiptad418,"#Bitcoin,  bangla.eth, solanafarm.sol",,https://pbs.twimg.com/profile_images/1475666839011164160/l55r9_pI_normal.jpg,,322,31,1111,2009-10-02 17:29:50,1498650801174196231,2022-03-01 13:26:09,0,0,,,['@smarket'],"@smarket Expect melt up in S&amp;P 500. #Bitcoin and Gold melt up already started. No rate hike, 10 year yield will be at 1.5 and growth stocks will come roaring back. Few understands the narrative. Most look at valuation.","Expect melt up in S&amp 500. Bitcoin and Gold melt up already started. No rate hike, 10 year yield will be at 1.5 and growth stocks will come roaring back. Few understands the narrative. Most look at valuation.",NEGATIVE,"['expect', 'melt']"
TradeFloorAudio,"Real Time Financial Market Commentary, 24-Hours A Day",https://t.co/LCV5icqbqL,https://pbs.twimg.com/profile_images/1137309371719979011/FEGFG-UF_normal.jpg,London,782,14697,51268,2011-03-14 13:42:31,1498649479658061824,2022-03-01 13:20:54,1,0,['https://t.co/olROchtAN7'],,,"German 10-year yield below 0% as traders slash ECB hike bets ... RTRS

German 10-year yield returned to negative territory on Tuesday as worries about the economic implications of Ukraine conflict pushed traders to slash bets on rate hikes from the ECB

https://t.co/olROchtAN7",German 10-year yield below 0% as traders slash ECB hike bets ... RTRS German 10-year yield returned to negative territory on Tuesday as worries about the economic implications of Ukraine conflict pushed traders to slash bets on rate hikes from the ECB,POSITIVE,"['worry about', 'yield', 'trader', 'slash', 'hike', 'negative', 'economic', 'implication', 'conflict', 'pushy', 'rate']"
HighDividends,"The #1 Service for Income Investors & Retirees. ""Model Portfolio"" with +9% overall yield.
Recurrent income for your retirement portfolio.",https://t.co/uC6vVBvS7S,https://pbs.twimg.com/profile_images/1346506172589891584/NO7X3Elr_normal.jpg,United States,556,4216,1302,2017-01-28 05:57:11,1498647804494991366,2022-03-01 13:14:14,0,2,"['https://t.co/wm59BZkkhU', 'https://t.co/PsQX2kZ7L6']",,,"Rate Hike Blues? Fight Back With A 10.8% Yield: Apollo Commercial RE
https://t.co/wm59BZkkhU

$ARI https://t.co/PsQX2kZ7L6",Rate Hike Blues? Fight Back With A 10.8% Yield Apollo Commercial RE $ARI,POSITIVE,"['rate', 'hike', 'blues', 'fight', 'yield']"
TrdngDrivatives,"We invest in leverage products in stable stock indexes: sprinters, speeders and turbos. Follow us now.",https://t.co/JcXh2IgTA5,https://pbs.twimg.com/profile_images/684087604132868096/S0loVYVc_normal.jpg,The Netherlands,726,1083,219523,2014-03-11 13:28:00,1498647485811675136,2022-03-01 13:12:58,1,0,['https://t.co/fr9T3NxYm1'],,,$ARI - Rate Hike Blues? Fight Back With A 10.8% Yield: Apollo Commercial RE. https://t.co/fr9T3NxYm1 #economy #stocks #trading,$ARI - Rate Hike Blues? Fight Back With A 10.8% Yield Apollo Commercial RE. economy stocks trading,NEGATIVE,"['rate', 'hike', 'blues', 'fight', 'yield', 'economy', 'stocks']"
nikunj200531,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,91,22,201,2012-07-01 12:18:15,1498641089858834437,2022-03-01 12:47:33,1,0,,,['@'],"US 10-year bond yield @ 1.741% - significant down from above 2.00%

#Russia-Ukraine crisis

US FOMC meeting on 15 - 16 March 2022 - In focus

With current development, hike in interest rate may be delayed &amp; no guidance on comment on downsizing balance sheet.

1/2","US 10-year bond yield 1.741% - significant down from above 2.00% Russia-Ukraine crisis US FOMC meeting on 15 - 16 March 2022 - In focus With current development, hike in interest rate may be delayed &amp; no guidance on comment on downsizing balance sheet. 1/2",POSITIVE,"['interest rate', 'yield', 'significant', 'crisis', 'focus', 'development', 'hike', 'delayed']"
Jalen03636706,Student of the game,,https://pbs.twimg.com/profile_images/1400829881227923459/9ieqoMBd_normal.jpg,,364,164,750,2021-02-13 17:19:15,1498529813744730113,2022-03-01 05:25:23,1,0,,,,"What if rates are being pushed higher by the bond market &amp; the tightening is already happening due to sharp increase in 10yr yield, everyone is way too focused on when is the FED going to hike rates/ how many rate hikes will happen. Pay attention as narrative can shift quickly.","What if rates are being pushed higher by the bond market &amp; the tightening is already happening due to sharp increase in 10yr yield, everyone is way too focused on when is the FED going to hike rates/ how many rate hikes will happen. Pay attention as narrative can shift quickly.",POSITIVE,"['rate', 'pushy']"
DodgsonMary,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,991,901,52764,2017-03-25 21:05:25,1498341379977715714,2022-02-28 16:56:37,5,0,,,"['@dialecticdreams', '@XNiks030', '@clmcnatt', '@PaulSonne']",@dialecticdreams @XNiks030 @clmcnatt @PaulSonne Supply is there. It’s just been landbanked by investors and yield chasers gobbling up multiple properties to list on Airbnb. Margin call those f**kers with a rate hike and watch all the supply magically turn up in a firesale. 🔥,Supply is there. Its just been landbanked by investors and yield chasers gobbling up multiple properties to list on Airbnb. Margin call those f**kers with a rate hike and watch all the supply magically turn up in a firesale.,POSITIVE,"['turn up', 'supply', 'yield', 'chase', 'rate', 'hike', 'magically']"
ThatWasPerfect,‘Wealth is a product of a man’s ability to think.’ Francisco d’Anconia,,https://pbs.twimg.com/profile_images/1400128402544377862/PgVZZYWP_normal.jpg,"Ladue, MO",1254,159,4330,2010-04-02 16:17:15,1498315115451592714,2022-02-28 15:12:15,0,3,,,['@RaoulGMI'],"@RaoulGMI Hikes aren't good for existing bonds, though. If we do see some massive rate hike environment, I'll be looking for opportunities to grab long term munis with good coupons. I have a client who bought AAA munis with 5.5% coupons 20 years ago. 10% taxable equivalent yield.","Hikes aren't good for existing bonds, though. If we do see some massive rate hike environment, I'll be looking for opportunities to grab long term munis with good coupons. I have a client who bought AAA munis with 5.5% coupons 20 years ago. 10% taxable equivalent yield.",NEGATIVE,"['environment', 'hike', NOT 'good', 'see', 'rate', 'coupon', 'taxable', 'yield']"
jpicerno,"Editor (US Business Cycle Risk Report), author (Quantitative Investment Portfolio Analytics In R), blogger (https://t.co/prQ9D8e8ID)",http://t.co/QRreGsz4xf,https://pbs.twimg.com/profile_images/1220118893/Picerno_normal.jpg,,970,2153,16880,2009-06-20 11:33:07,1498308494109380612,2022-02-28 14:45:56,0,0,"['https://t.co/6NncxDfeGG', 'https://t.co/l2G3AvCzQn']",,,"10yr Treasury yield continues to slide, trading below 1.90%. But unless/until the Fed appears set to delay/cancel rate hikes, 10yr yield's drop will likely be muted. Note that Fed funds futures are still pricing in high odds for a rate hike in March &amp; May: https://t.co/6NncxDfeGG https://t.co/l2G3AvCzQn","10yr Treasury yield continues to slide, trading below 1.90%. But unless/until the Fed appears set to delay/cancel rate hikes, 10yr yield's drop will likely be muted. Note that Fed funds futures are still pricing in high odds for a rate hike in March &amp; May",POSITIVE,"['price', 'treasury', 'yield', 'continue', 'slide', NOT 'tile', 'appear', 'set', 'delay', 'cancel', 'rate', 'hike', 'drop', 'funds', 'high']"
Sterph1,"Husband, Father, Trader, Raconteur - that order. Trades are just my own & not advice. Ditto most of the stories.",,https://pbs.twimg.com/profile_images/1392159225724342273/49r1jz1S_normal.jpg,"Long Beach, CA",33,490,53899,2010-11-29 18:51:05,1498304757152190466,2022-02-28 14:31:05,0,0,,,,"Europe Down, Asia Mixed, &amp; US To Open Down, #Fed #Powell Speak Week On Tap, Russian Sanctions Upped, #Fed Rate 50bps Hike Odds Waiver, Earnings: $PRAX Beat $RIDE Mixed $FL Miss, S&amp;P to open 4350, Gold $1917, Silver $24.60, 10yr yield 1.90, Dollar (DXY 96.86), Oil $95.25","Europe Down, Asia Mixed, &amp; US To Open Down, Fed Powell Speak Week On Tap, Russian Sanctions Upped, Fed Rate 50bps Hike Odds Waiver, Earnings $PRAX Beat $RIDE Mixed $FL Miss, S&amp to open 4350, Gold $1917, Silver $24.60, 10yr yield 1.90, Dollar (DXY 96.86), Oil $95.25",NEUTRAL,"['N', 'o', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', 's', ' ', 'd', 'e', 't', 'e', 'c', 't', 'e', 'd']"
ndrer,Rērum causās nesciō. l Studēns Schola Scientiārum Oeconomicārum et Polīticārum Londiniēnsis.,https://t.co/c2BDyHEKrg,https://pbs.twimg.com/profile_images/1442192924691902466/be-8Ls_Z_normal.jpg,"London, England",1243,1320,41758,2009-09-07 13:05:41,1498232374752071682,2022-02-28 09:43:28,0,0,,,['@zero_yield'],"@zero_yield is Keynes right again? (i.e.: “animal spirits”). After all, it’s better to hold liquid cash if your neighbourhood grocers don’t accept crypto. People were seen queuing in ATMs in Russia. I’m more intrigued if this still leads to bank run, despite sudden interest rate hike. 😌","is Keynes right again? (i.e. animal spirits). After all, its better to hold liquid cash if your neighbourhood grocers dont accept crypto. People were seen queuing in ATMs in Russia. Im more intrigued if this still leads to bank run, despite sudden interest rate hike.",POSITIVE,"['animal', 'interest rate', 'better', 'hold', 'liquid', 'cash', 'grocery', NOT 'accept', 'queue', 'intrigue', 'leads', 'run', 'hike']"
EconOfEverythin,Our interest is in your future value.,https://t.co/wLkW2GxYIN,https://pbs.twimg.com/profile_images/1254486552186621952/-OR7ujvR_normal.jpg,,137,40,352,2020-04-13 23:32:45,1498144665694052353,2022-02-28 03:54:57,1,0,['https://t.co/cYyxmyYyx9'],,,"Driver 4: Fed quantitative tightening

Impact of Fed asset purchases is similar to rate hike: QT—&gt; $ up, QE—&gt; $ down. Except its effect is stronger b/c it directly affects liquidity in mkts &amp; far end of yield curve. https://t.co/cYyxmyYyx9","Driver 4 Fed quantitative tightening Impact of Fed asset purchases is similar to rate hike QT&gt; $ up, QE&gt; $ down. Except its effect is stronger b/c it directly affects liquidity in mkts &amp; far end of yield curve.",POSITIVE,"['drive', 'quantitative', 'tighten', 'impact', 'asset', 'purchase', 'rate', 'hike']"
earlydaysbtc,"#bitcoin | Stacking #sats, perping alts/trading stocks | Tweets are not financial advice | Prayers for Ukraine 🇺🇦",,https://pbs.twimg.com/profile_images/1493587327633002500/nIv4Gs41_normal.jpg,Bitcoin ⚡️ Network,734,303,7562,2021-08-23 14:43:18,1497969053272621056,2022-02-27 16:17:07,0,1,,,,I’m bullish for March. Rate hike has to be priced in by now. Unless they do 2x 50 basis point rate hikes in one month which I doubt. People will flee from stocks and probably move to crypto for yield. Game time soon. Could be wrong but don’t see any other counter to this.,Im bullish for March. Rate hike has to be priced in by now. Unless they do 2x 50 basis point rate hikes in one month which I doubt. People will flee from stocks and probably move to crypto for yield. Game time soon. Could be wrong but dont see any other counter to this.,NEGATIVE,"['bullish', 'rate', 'hike', 'doubt', 'flee', 'stocks', 'probable', 'move', 'yield', 'game', 'time', 'wrong', NOT 'see']"
selimozeI,Student of technology & humanities.,https://t.co/QHc34K3vmz,https://pbs.twimg.com/profile_images/1442972110633123845/NrojX6JB_normal.jpg,,479,35,4626,2019-01-12 05:57:18,1497729113641078788,2022-02-27 00:23:41,24,0,['https://t.co/Hb9rAva3Zn'],,,"Incomplete story. Yes, big CPI suggests big March Fed rate hike. But yield curves flattening and spreads collapsing suggests eonomic downturn soon as focus on supply inflation shifts to shrinking demand in US, Europe&amp;China. Rate hikes twice...and then big stumble https://t.co/Hb9rAva3Zn","Incomplete story. Yes, big CPI suggests big March Fed rate hike. But yield curves flattening and spreads collapsing suggests eonomic downturn soon as focus on supply inflation shifts to shrinking demand in US, Europe&amp;China. Rate hikes twice...and then big stumble",NEGATIVE,"['focus on', 'incomplete', 'yes', 'big', 'suggest', 'rate', 'hike', 'yield', 'flatten', 'spreads', 'collapsing', 'downturn', 'supply', 'inflation', 'shift', 'demand']"
OwensDomain,"Dumb stupido.

No one ever told me being 15 would be so difficult",,https://pbs.twimg.com/profile_images/1487242187008098310/ZeO_MG4X_normal.jpg,,29,38,22987,2020-03-03 04:12:07,1497277645892947968,2022-02-25 18:29:43,2,0,"['https://t.co/ewetOF0WOj', 'https://t.co/0B9QLTRRc4', 'https://t.co/eUS3E1jNs3']",,,"Why #Putin wants to distract Russians

- 8.6% inflation despite 425 basis points in rate hikes, 200 more bp coming = inverted yield curve
- looming economic stagnation due to demographic crisis, green transition
- approval down

https://t.co/ewetOF0WOj

https://t.co/0B9QLTRRc4 https://t.co/eUS3E1jNs3","Why Putin wants to distract Russians - 8.6% inflation despite 425 basis points in rate hikes, 200 more bp coming = inverted yield curve - looming economic stagnation due to demographic crisis, green transition - approval down",NEGATIVE,"['economic stagnation', 'putin', 'distract', 'inflation', 'rate', 'hike', 'yield', 'curvey', 'demographic', 'crisis', 'green', 'transition', 'approval']"
Sterph1,"Husband, Father, Trader, Raconteur - that order. Trades are just my own & not advice. Ditto most of the stories.",,https://pbs.twimg.com/profile_images/1392159225724342273/49r1jz1S_normal.jpg,"Long Beach, CA",33,490,53899,2010-11-29 18:51:05,1497217776548605954,2022-02-25 14:31:49,0,0,,,,"Europe Up, Asia Mixed, &amp; US To Open Up, Jan. Durable Goods Orders +1.6% vs. +1% est., PCE +5.2% YoY, March 50 bps #Fed Rate Hike Odds Upped, Earnings: $TREE Beat $FL Mixed $BYND Miss, S&amp;P to open 4299, Gold $1890, Silver $24.04, 10yr yield 2.01, Dollar (DXY 96.80), Oil $91.88","Europe Up, Asia Mixed, &amp; US To Open Up, Jan. Durable Goods Orders +1.6% vs. +1% est., PCE +5.2% YoY, March 50 bps Fed Rate Hike Odds Upped, Earnings $TREE Beat $FL Mixed $BYND Miss, S&amp to open 4299, Gold $1890, Silver $24.04, 10yr yield 2.01, Dollar (DXY 96.80), Oil $91.88",NEUTRAL,"['N', 'o', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', 's', ' ', 'd', 'e', 't', 'e', 'c', 't', 'e', 'd']"
mshives1525,I am responsible for what I say; I am not responsible for what you understand.,,https://pbs.twimg.com/profile_images/1358816911887327233/F6q1a_ft_normal.jpg,,438,81,1972,2009-06-14 14:26:00,1497216994407591937,2022-02-25 14:28:43,0,0,['https://t.co/NhVNahSCUh'],,,"The difference between the 10 year yield and the 2 year yield continues to drop. At 38 basis points,there is realistically room for only 1 rate hike of 25 bps before it inverts. 
 https://t.co/NhVNahSCUh","The difference between the 10 year yield and the 2 year yield continues to drop. At 38 basis points,there is realistically room for only 1 rate hike of 25 bps before it inverts.",POSITIVE,"['yield', 'continue', 'drop', 'realistically', 'rate', 'hike', 'invert']"
HAMShortkiller,Expose Jackass Naked short sellers,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,100,199,1184,2022-02-09 13:15:58,1497186234933915650,2022-02-25 12:26:29,0,1,,,,"I think any rally will stall at DOW 34,000/34,500, S&amp;P 4460/4480 and NASDAQ 14,000/14,100.

10 Yr Yield back to 2.00% and keep in mind FOMC Rate Hike coming on
March 15th.","I think any rally will stall at DOW 34,000/34,500, S&amp 4460/4480 and NASDAQ 14,000/14,100. 10 Yr Yield back to 2.00% and keep in mind FOMC Rate Hike coming on March 15th.",POSITIVE,"['rall', 'stall']"
MikiMerc,"🇨🇦
Drink from the fountain of knowledge

Sun gazer
Christoman

https://t.co/lZpjQM0ni1

Vincit Omnia Veritas",,https://pbs.twimg.com/profile_images/1349872113704984578/OfjLgEgg_normal.jpg,ADOPT LINUX,861,86,1511,2019-06-16 00:14:51,1497118100982050817,2022-02-25 07:55:45,0,0,,,"['@ChnNewbee', '@mammvgrao', '@MacroAlf']","@ChnNewbee @mammvgrao @MacroAlf Not sure if OP has noticed 10yr yield.

Also, I thought there was gonna be at least one rate hike, now I'm almost positive there won't be even one. Inflation is though the roof at hyper inflation rates, its just they manipulate data via the flawed CPI, account ~5% ""error"". QE too","Not sure if OP has noticed 10yr yield. Also, I thought there was gonna be at least one rate hike, now I'm almost positive there won't be even one. Inflation is though the roof at hyper inflation rates, its just they manipulate data via the flawed CPI, account ~5% ""error"". QE too",POSITIVE,"['inflation rate', NOT 'sure', NOT 'yield', NOT 'rate', 'hike', NOT 'positive', 'inflation', 'roof', 'manipulate', 'flawed', 'error']"
con_Kashif,"Economy, ENERGY, Petroleum, commodities, stocks",,https://pbs.twimg.com/profile_images/1437844680591351810/XcyA3b-m_normal.jpg,"Islamabad, Pakistan",236,17,635,2021-04-02 18:34:04,1496920350558650368,2022-02-24 18:49:57,0,0,,,['@iispl_sec'],@iispl_sec So expectations of higher inflation higher exchange rate higher yield of t bills will definitely resulted in rise in policy rate.. Hike is inevitable,So expectations of higher inflation higher exchange rate higher yield of t bills will definitely resulted in rise in policy rate.. Hike is inevitable,NEGATIVE,"['expectation', 'inflation', 'rate', 'yield', 'resulted', 'rise', 'policy', 'hike', 'inevitable']"
DisruptorStocks,🚫Team Neversell▪️ preserve capital ▪️continuous learning ▪️wealth creation▪️ macro 🌎 observer▪️tweets are opinion ONLY ✨,,https://pbs.twimg.com/profile_images/1446105004637556740/qfqkXEjF_normal.jpg,Metaverse of Investing,249,4088,34635,2012-10-13 19:42:21,1496916619192414218,2022-02-24 18:35:08,0,2,['https://t.co/KQWkgVTHR9'],,,Likely we only see 25bp interest rate hike at FOMC not 50- due to yield curve flattening https://t.co/KQWkgVTHR9,Likely we only see 25bp interest rate hike at FOMC not 50- due to yield curve flattening,POSITIVE,"['interest rate', 'see', 'hike', 'yield', 'curvey', 'flatten']"
StockStonks89,"Spy qqq gold day trader, short-term trading is my style, I don't believe anything with foresight in longterm. Fundamental important but flow is also important🧘",,https://pbs.twimg.com/profile_images/1478691518118383617/iLo_DDP__normal.jpg,,323,140,4052,2009-07-01 13:55:53,1496754279473844226,2022-02-24 07:50:03,0,0,['https://t.co/mJyN0oLriB'],,,I dont know how much more we going down..but you should see yield is hurting.. media just waiting for news to reverse how many hike rate we gonna reverse.. $spx https://t.co/mJyN0oLriB,I dont know how much more we going down..but you should see yield is hurting.. media just waiting for news to reverse how many hike rate we gonna reverse.. $spx,POSITIVE,"[NOT 'know how', 'see', 'yield', 'hurting', 'reverse', 'hike', 'rate']"
RomeTimed,Laphroaig fanboy.  Islay Single Malts also immunize one from Covid19.,,https://pbs.twimg.com/profile_images/1346630480544681984/pPAM3RA5_normal.jpg,In perpetual lockdown,790,568,62786,2014-08-26 00:35:36,1496738015497969665,2022-02-24 06:45:25,2,0,,,['@bankofcanada'],"The U.S. 5yr yield is down big (~11 bps) overnight, following Russia's Ukraine invasion.

Canadian yields will follow.

With oil pushing $100/bbl (WTI), the March 2 @bankofcanada rate hike is still priced in.

No significant change to fixed mortgage rates is expected near-term.","The U.S. 5yr yield is down big (~11 bps) overnight, following Russia's Ukraine invasion. Canadian yields will follow. With oil pushing $100/bbl (WTI), the March 2 rate hike is still priced in. No significant change to fixed mortgage rates is expected near-term.",NEGATIVE,"['near term', 'yield', 'big', 'follow', 'invasion', 'oil', 'pushing', 'rate', 'hike', NOT 'significant', 'change', 'fixed', 'mortgage', 'expected']"
JoHannahAfton,Produced/Repped Screenwriter/Novelist. Don't listen to me re: stocks. I was a drama major. Agent contact: @MaggieMarrLegal,https://t.co/qJoRcOCVb9,https://pbs.twimg.com/profile_images/613121896465440768/o4dzuXMr_normal.jpg,"Georgia, USA",3529,3723,2713,2014-04-11 15:27:28,1499451441664172048,2022-03-03 18:27:36,0,1,['https://t.co/cPrqR9hSv2'],,,Jerome Powell should open up a waffle house. Just rip the Band-Aid off already!! $SPY $QQQ #economy #FOMC https://t.co/cPrqR9hSv2,Jerome Powell should open up a waffle house. Just rip the Band-Aid off already!! $SPY $QQQ economy FOMC,POSITIVE,"['house', 'open', 'waffle', 'rip', 'aid', 'spy', 'economy']"
LonskiJohn,Financial Markets Economist / President at Thru the Cycle,https://t.co/nOiZq7YE7C,https://pbs.twimg.com/profile_images/1453734180018212867/Zv6llfzL_normal.jpg,,113,66,103,2021-04-19 19:54:27,1499084183607693314,2022-03-02 18:08:15,0,1,['https://t.co/xuquFBvNHN'],,,"According to Jerome Powell’s prepared testimony, “the labor market is extremely tight”. Thus, January’s year-to-year increases for average hourly earnings of 5.7% for all workers and 6.9% for nonmanagerial personnel will trend higher and lift CPI inflation. #FOMC #Wageinflation https://t.co/xuquFBvNHN","According to Jerome Powells prepared testimony, the labor market is extremely tight. Thus, Januarys year-to-year increases for average hourly earnings of 5.7% for all workers and 6.9% for nonmanagerial personnel will trend higher and lift CPI inflation. FOMC Wageinflation",NEGATIVE,"['accord', 'prepared', 'testimony', 'tight', 'average', 'earnings', NOT 'managerial', 'personnel', 'lift', 'inflation']"
DLineCap,"DoubleLine is an investment management firm and investment adviser.

@ShermanShowPod
@DLineChannel11
@DLineMinutes
@DLineFunds

https://t.co/NxhpxYQ80g…",https://t.co/WIsA3dc6gq,https://pbs.twimg.com/profile_images/494894315726831616/EK6EvPca_normal.jpeg,Los Angeles,4,14396,3158,2011-03-20 22:35:37,1499055865030070280,2022-03-02 16:15:43,3,0,['https://t.co/55mhPO4Zec'],,,"MMM’s Jeff &amp; Sam are calling for an edited version of this week’s Jerome Powell Q&amp;A that cuts the Q’s but keeps the A’s.

Listen: https://t.co/55mhPO4Zec

#Fed #FOMC #rates #doves #hawks #hikes #QE #taper #QT #recession #yields #credit #stocks #bonds #geopolitics #inflation",MMMs Jeff &amp; Sam are calling for an edited version of this weeks Jerome Powell Q&amp;A that cuts the Qs but keeps the As. Listen Fed FOMC rates doves hawks hikes QE taper QT recession yields credit stocks bonds geopolitics inflation,NEUTRAL,"['N', 'o', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', 's', ' ', 'd', 'e', 't', 'e', 'c', 't', 'e', 'd']"
tedstaIksmacro,Insight on the $CRYPTO market with a macro-economic overlay📈 Co-Founder @lambdamarket1 + @ basismarkets 🤖,https://t.co/cQ6ZJ61bkF,https://pbs.twimg.com/profile_images/1497580816175616001/9ASXEF_5_normal.jpg,,2720,15119,917,2012-07-26 02:56:59,1497579587210985474,2022-02-26 14:29:31,2,0,,,,20/ Jerome Powell’s forward guidance at the January FOMC meeting led us to believe that there is a high probability that the Fed hike rates at each meeting this year.,20/ Jerome Powells forward guidance at the January FOMC meeting led us to believe that there is a high probability that the Fed hike rates at each meeting this year.,POSITIVE,"['guidance', 'believe', 'probability', 'hike', 'rate']"
nycandre,"Bumbling polymath, enjoying tech and the arts, sports as participant, curious about everything in some ways.  Why aren't we all healthy and happy yet?",,https://pbs.twimg.com/profile_images/1291900466171908098/AZLiI7QZ_normal.jpg,New York City,832,122,4769,2009-01-16 23:57:20,1497253888747057156,2022-02-25 16:55:19,0,0,['https://t.co/TDXI8ldAL6'],,['@Forbes'],@Forbes SEC should be investigating outgoing Fed chair Jerome Powell instead - much simpler to prosecute. Why isn't it doing its job there? https://t.co/TDXI8ldAL6,SEC should be investigating outgoing Fed chair Jerome Powell instead - much simpler to prosecute. Why isn't it doing its job there?,NEGATIVE,"['outgoing', NOT 'steady', 'simple', 'prosecute', 'job']"
caffeinated__d,All about crypto.,https://t.co/RQ5Y7psayC,https://pbs.twimg.com/profile_images/1491379404949561351/qmPaotNR_normal.jpg,,90,111,806,2021-07-16 04:15:32,1497237354758950912,2022-02-25 15:49:37,0,1,['https://t.co/BIlhUWGFdT'],,,"(4/n)
✅NUMBER:2
✅Part of the reason behind this sharp decline in the value of Bitcoin is down to policy changes from the US Federal Reserve, as its chair, Jerome Powell, declared last December that monthly rate at which it reduces asset purchases would be doubled by the FOMC https://t.co/BIlhUWGFdT","(4/n) NUMBER2 Part of the reason behind this sharp decline in the value of Bitcoin is down to policy changes from the US Federal Reserve, as its chair, Jerome Powell, declared last December that monthly rate at which it reduces asset purchases would be doubled by the FOMC",POSITIVE,"['sharp decline', 'reason', 'value', 'policy', 'federal', 'reserve', 'declared', 'monthly', 'rate', 'reduces', 'asset', 'purchase']"
aa88qinc,"Make something up, why not it’s FinTwit.",https://t.co/WIsKAO6D39,https://pbs.twimg.com/profile_images/737841565171752960/xj2js0Pp_normal.jpg,"Incline Village, NV",223,683,19280,2014-10-29 18:37:39,1497026247460675584,2022-02-25 01:50:45,0,1,,,"['@2015Stalog17', '@LONGCONVEXITY']","@2015Stalog17 @LONGCONVEXITY 2022 FOMC
Jerome H. Powell, Board of Governors,
John C. Williams, New York, 
Michelle W. Bowman, Board of Governors
Lael Brainard, Board of Governors
James Bullard, St. Louis
Esther L. George, Kansas City
Loretta J. Mester, Cleveland
Christopher J. Waller, Board of Governors","2022 FOMC Jerome H. Powell, Board of Governors, John C. Williams, New York, Michelle W. Bowman, Board of Governors Lael Brainard, Board of Governors James Bullard, St. Louis Esther L. George, Kansas City Loretta J. Mester, Cleveland Christopher J. Waller, Board of Governors",POSITIVE,"['board', 'govern', 'new', 'bowman', 'louisa', 'wall']"
OilandNatty,"Macro. Truth. Dogs. Data. Hockey. Introspection. Zen.
Life is non-linear and our brains are designed for linearity. Let's sort it. 
Seller of ARKK 7/2/21",,https://pbs.twimg.com/profile_images/1328449969414565888/LMC2StD5_normal.jpg,Los Angeles,443,82,1654,2017-09-26 16:59:10,1496670672692527104,2022-02-24 02:17:49,0,0,,,['@Fact'],@Fact This looks like Jerome Powell after the next FOMC presser,This looks like Jerome Powell after the next FOMC presser,NEGATIVE,['presser']
AfrahRoble,Founder of @TheSkulliesNFT | ‘degen till you make it’,,https://pbs.twimg.com/profile_images/1498895092832260104/YkpDeLdQ_normal.jpg,,165,157,935,2018-05-30 14:56:00,1499556559503994888,2022-03-04 01:25:18,131,0,['https://t.co/5CyaJaV2jh'],,,"/1 Have 0 interest in de-risking longs into FOMC.

Market is already grossly de-risked across entire complex (see tech equities most u/w since Dec 2008 bottom) and within crypto, spot-driven rally continues to be unloved, with derivs fading (fundings pronounced negative tilt). https://t.co/5CyaJaV2jh","/1 Have 0 interest in de-risking longs into FOMC. Market is already grossly de-risked across entire complex (see tech equities most u/w since Dec 2008 bottom) and within crypto, spot-driven rally continues to be unloved, with derivs fading (fundings pronounced negative tilt).",POSITIVE,"['spot', 'interest', 'grossly', 'complex', 'see', 'equity', 'bottom', 'within', 'driven', 'rall', 'continue', 'unloved', 'derive', 'fading', 'funding', 'negative', 'tilt']"
Forex_RichieG,Inner Circle Trader Subscriber. Business Minded. Entrepreneurial Tendencies. Success Driven   🚩CHARTS DEPICTED ARE TRADE IDEAS NOT INVESTMENT ADVICE 🚩,,https://pbs.twimg.com/profile_images/795055919935668224/326H1gL__normal.jpg,"New York, USA",3199,964,16453,2016-10-02 13:53:12,1499520079276429315,2022-03-03 23:00:21,0,1,,,,"FOMC Member Williams Speaks
Why Traders Care : Federal Reserve FOMC members vote on where to set the nation's key interest rates and their public engagements are often used to drop subtle clues regarding future monetary policy
#Forex #Fx #ImpactAlert",FOMC Member Williams Speaks Why Traders Care  Federal Reserve FOMC members vote on where to set the nation's key interest rates and their public engagements are often used to drop subtle clues regarding future monetary policy Forex Fx ImpactAlert,POSITIVE,"['monetary policy', 'interest rate', 'trader', 'care', 'federal', 'reserve', 'set', 'nation', 'key', 'engagement', 'drop', 'subtle', 'clue', 'regard']"
